transaction_id,account_id,transaction_type,amount,transaction_ts,merchant_category
4c6b9367-7453-40c6-88ce-08d51a9be151,A0169,Payment,265.89,2023-01-04T00:19:00,Utilities
8032d0b3-31b9-4451-b57a-c67288928bab,A0143,Deposit,215.91,2023-01-16T10:26:00,Dining
43c57dfa-6ab4-4432-a92e-4b32e5b9a522,A0320,Withdrawal,69.7,2023-01-26T23:39:00,Travel
4e65ee00-3037-4c44-8526-473bac7952dc,A0199,Withdrawal,443.87,2023-01-28T02:06:00,Groceries
424fb89e-3436-4de3-a9f6-a2dcd5e2f113,A0384,Payment,227.64,2023-01-15T07:31:00,Healthcare
dd222e9d-2d4c-43d8-b8ca-701da8d08381,A0016,Payment,101.34,2023-01-19T20:03:00,Groceries
c9908aac-5494-4d8f-8d82-9f79011739f3,A0254,Withdrawal,187.04,2023-01-17T21:52:00,Dining
b1d43713-265d-409b-8b4c-9c2fd143e10f,A0154,Withdrawal,209.99,2023-01-24T21:32:00,Entertainment
1866c5a2-22e2-4fcc-ba1c-3cf16a6e3c3c,A0089,Deposit,414.63,2023-01-18T00:44:00,Education
61f67fca-dee9-4c89-ad50-9c80e8666a95,A0019,Withdrawal,368.14,2023-01-05T05:08:00,Dining
25af8272-b486-4197-8612-b46ee5b5360d,A0259,Deposit,385.81,2023-01-22T23:11:00,Travel
68e73334-b13a-4e54-935f-8326bfceb425,A0078,Withdrawal,10.46,2023-01-16T11:29:00,Dining
43e018d7-2b79-43fd-a581-fbf57bb25796,A0375,Payment,211.0,2023-01-15T21:32:00,Utilities
a911daf5-2f5f-4972-8a25-06d575b08806,A0393,Deposit,243.27,2023-01-24T11:46:00,Healthcare
3c3c5feb-d37a-40bc-93ce-e8af867c05ab,A0067,Withdrawal,14.5,2023-01-02T15:55:00,Dining
c0678252-3b38-446d-a450-2c817266d200,A0198,Deposit,133.61,2023-01-01T04:29:00,Entertainment
7676c37c-ae3c-4cfd-9c60-8a57ca1d7dcf,A0022,Deposit,381.34,2023-01-16T04:02:00,Dining
d424ea6d-7a14-4213-9cd3-57f0f1629c6e,A0023,Deposit,72.87,2023-01-24T16:36:00,Education
a85ccfb4-2315-455f-b4f4-e77e23326e54,A0337,Payment,269.98,2023-01-02T00:33:00,Travel
413c984a-bd84-4a49-b7ec-d74257d3d746,A0388,Payment,111.52,2023-01-30T01:47:00,Utilities
4fde7fdf-b549-44ef-a02b-2e7a1316cc41,A0164,Withdrawal,11.0,2023-01-09T18:18:00,Entertainment
c81c0cb0-3894-4a7c-93ee-0c22d5d220af,A0141,Payment,124.39,2023-01-21T01:48:00,Healthcare
1e2df945-af9f-4d7d-a0d5-eb4f170fd74d,A0060,Payment,488.06,2023-01-07T19:05:00,Utilities
fdac8c6c-c74a-4c48-828d-c60ef61c6ba5,A0140,Deposit,401.76,2023-01-01T16:39:00,Travel
a7eb67a0-cec7-4787-ace4-b048e44ee9af,A0286,Deposit,479.99,2023-01-10T09:38:00,Travel
edffd8d4-1546-450b-bf64-3b6aee1f30f5,A0179,Payment,246.49,2023-01-13T08:03:00,Utilities
7243f7ce-7555-4949-a3a6-dd0e947e116a,A0360,Payment,59.32,2023-01-27T03:03:00,Utilities
7a5b3424-a4a2-49c3-b8b6-8632f2bba861,A0087,Deposit,276.24,2023-01-15T04:06:00,Travel
7d47b352-8dcf-4775-9905-b853ceb62b49,A0173,Transfer,229.92,2023-01-03T07:24:00,Utilities
0288a444-8db2-4f17-b13f-e5b480a625e6,A0014,Transfer,422.96,2023-01-03T07:06:00,Groceries
30da10e0-7aae-4f86-879b-44f1a8fefad6,A0196,Deposit,53.55,2023-01-04T22:03:00,Dining
5ce599e0-1344-4079-84c6-b3d8bda38fb8,A0200,Withdrawal,246.68,2023-01-28T03:07:00,Travel
630ec866-6d37-4591-a3ea-823cc39294bc,A0322,Transfer,79.27,2023-01-29T01:10:00,Entertainment
89d387f0-1cd8-4f02-b2b8-916ab45b1df1,A0159,Payment,165.71,2023-01-10T00:25:00,Healthcare
b4c9d9cc-216a-4a31-a886-b50e598072f1,A0388,Deposit,369.99,2023-01-22T04:39:00,Travel
f26f1b7b-ec64-4f0f-8f36-9e070910d96c,A0067,Deposit,240.63,2023-01-22T07:28:00,Groceries
c7603f89-2f24-4773-984a-f9642677ffce,A0233,Payment,191.06,2023-01-30T07:52:00,Healthcare
66b83b27-aae6-4383-8ca5-b07914efc618,A0392,Transfer,200.27,2023-01-22T09:57:00,Utilities
3b3bb58a-0650-4914-9df9-91db7289835d,A0114,Withdrawal,232.43,2023-01-29T01:51:00,Entertainment
31fa59ba-bd39-431d-8cac-679bfbf8b150,A0186,Transfer,393.58,2023-01-09T08:16:00,Healthcare
e82e7a48-f30f-4ddb-8ab9-161995d458b9,A0340,Payment,446.58,2023-01-15T18:43:00,Dining
5c5cb258-21c7-4d5f-a2ec-ead68eb06843,A0249,Deposit,477.89,2023-01-03T23:23:00,Dining
31df6c10-b03a-4ada-b2aa-fb7d46adbd67,A0057,Payment,394.52,2023-01-22T18:48:00,Dining
05a3865d-39bd-436f-9d76-7146bec7e648,A0087,Payment,161.13,2023-01-16T20:46:00,Travel
19f31892-f289-4ef5-978e-32b82e7ac970,A0294,Withdrawal,345.63,2023-01-24T02:48:00,Groceries
fdd61fcd-2b17-479c-b8a7-08510b55859b,A0207,Deposit,221.61,2023-01-15T19:56:00,Travel
e7b83bad-ef4f-42d2-84ea-362ea880721e,A0332,Deposit,131.06,2023-01-14T17:59:00,Travel
9146acef-14ad-4c31-8711-eb657cab9e83,A0236,Transfer,421.23,2023-01-27T21:01:00,Dining
09b06916-4607-453d-99aa-bdf10d6519f6,A0122,Withdrawal,24.02,2023-01-25T22:30:00,Utilities
9ad2c172-817e-4d61-bd64-a254b27accc1,A0246,Transfer,451.37,2023-01-04T00:09:00,Entertainment
fec60c71-c563-458c-80c5-c48722ec3d51,A0106,Transfer,233.43,2023-01-20T19:31:00,Travel
714cf8c4-0f2f-4cfd-8f3b-6a0ced645220,A0175,Withdrawal,320.41,2023-01-08T21:03:00,Healthcare
5913ef81-8bfe-4657-b27d-fe03fdd57fa7,A0342,Deposit,331.38,2023-01-27T03:10:00,Education
dd83b15d-b0ce-4609-ae99-dd60b2d8dbe5,A0249,Deposit,448.08,2023-01-27T22:48:00,Travel
18f2484a-056e-4594-8fa4-c35455b3a0de,A0237,Payment,320.15,2023-01-26T06:18:00,Groceries
52210973-8b97-49c6-97cc-6b37b3da069c,A0227,Withdrawal,308.9,2023-01-15T00:27:00,Dining
0307fa03-0533-4031-8c07-ade99907128a,A0035,Deposit,37.99,2023-01-28T03:26:00,Education
2e45bcbd-5bf6-4e7d-a453-5fbfa65be9e3,A0194,Payment,261.61,2023-01-23T11:54:00,Healthcare
dd8154fd-a0f8-42a1-affc-7aa99f9f3fff,A0338,Deposit,79.33,2023-01-05T02:53:00,Utilities
ffcfcd2f-feb5-42c4-be37-869fc096c838,A0071,Deposit,370.03,2023-01-07T16:15:00,Healthcare
dfd5cbd6-1cb8-4e99-86e5-3e6e44fd4e1e,A0076,Transfer,258.55,2023-01-25T04:16:00,Entertainment
60174540-c990-43a8-8a85-0ee8f2a48981,A0199,Transfer,341.71,2023-01-09T21:43:00,Utilities
f20cd420-4c19-41bb-b208-f8d2638cd535,A0348,Payment,25.63,2023-01-14T15:23:00,Travel
2e735abf-f508-4d86-bf73-beea0285b232,A0347,Payment,46.97,2023-01-20T18:50:00,Healthcare
a2584604-edcd-4930-b53e-215a5b07e5bc,A0176,Deposit,359.58,2023-01-27T12:29:00,Groceries
c44e4273-5adb-4ea3-a474-a72b06e49632,A0313,Transfer,40.68,2023-01-06T19:19:00,Education
cca767c4-3bbb-452f-8a00-64c68fb4d93c,A0150,Deposit,40.27,2023-01-17T19:17:00,Travel
3d2ce18c-3dc5-4ff3-ad01-ef0012f49b54,A0027,Deposit,10.99,2023-01-26T11:42:00,Education
83dd0afc-5c6d-4a0a-9fba-f134e767e2ff,A0183,Deposit,478.47,2023-01-13T20:14:00,Education
624f6773-7ff0-4791-9083-d7df7c53af16,A0015,Withdrawal,370.07,2023-01-20T15:32:00,Healthcare
05fdc383-6c56-48a4-8e86-6b57833d969f,A0302,Transfer,179.86,2023-01-29T10:54:00,Entertainment
c26611ff-2756-4e2b-aa15-66e70fb64be4,A0364,Transfer,151.79,2023-01-19T11:29:00,Dining
e58ea46a-ba14-4220-80d8-f1bb317ca75a,A0222,Withdrawal,178.1,2023-01-08T21:24:00,Dining
4c3b735b-7541-45fe-abac-a241f3cbd001,A0071,Withdrawal,388.45,2023-01-26T06:40:00,Dining
7b19392e-ad47-4c2b-8619-69840f80b7f8,A0184,Transfer,332.38,2023-01-08T00:30:00,Entertainment
46667588-782f-4213-81f4-cd111ce1bc71,A0343,Withdrawal,96.67,2023-01-07T02:40:00,Groceries
6560188a-c935-4e5d-8e7a-c6f15aa85602,A0036,Deposit,91.18,2023-01-07T13:16:00,Healthcare
7f28f3c5-ce7c-4372-ab50-f950a10b4968,A0249,Transfer,53.71,2023-01-07T04:18:00,Groceries
7ea21c2c-23be-4136-9109-484aef57e4f6,A0070,Transfer,331.85,2023-01-21T18:06:00,Education
8a02e525-d01d-4e99-a31a-2020d2b985ea,A0356,Transfer,383.36,2023-01-29T08:45:00,Utilities
f1d2cda8-0e00-4087-a8ef-cab2b8a80960,A0232,Transfer,136.2,2023-01-26T02:59:00,Education
39d852cc-73a2-4178-b10b-8e3e4868f23f,A0230,Transfer,15.37,2023-01-17T04:05:00,Utilities
507645d2-5dd5-4c09-b146-1c54b8343a34,A0095,Transfer,45.67,2023-01-28T12:21:00,Groceries
51c01a3d-0edb-47c9-8489-ae695ab8e5e6,A0295,Transfer,484.09,2023-01-11T18:35:00,Healthcare
c8d6ba2c-8fa0-4ea7-ae05-91aa470cba77,A0256,Payment,151.25,2023-01-19T16:44:00,Travel
d3f2e6a1-9403-4f1d-91bd-eeac045c0528,A0295,Payment,385.77,2023-01-02T12:32:00,Groceries
28efc961-d018-4423-af25-227dfe038e35,A0290,Transfer,314.21,2023-01-17T18:35:00,Groceries
9de39ba9-f6fd-401a-836c-c48a97e00b0b,A0297,Transfer,194.06,2023-01-04T15:27:00,Utilities
55e24e15-37c8-4d32-bde9-7c2910bd6efc,A0373,Payment,106.82,2023-01-22T03:50:00,Travel
a477af49-1bd8-42f1-a000-27f8c92450a1,A0040,Deposit,65.09,2023-01-12T03:51:00,Dining
1afbced9-7c94-4d68-b1bc-473b7a16084f,A0322,Deposit,309.43,2023-01-29T20:09:00,Travel
5303d53a-556d-4eb6-8e45-6736b0dc591f,A0296,Payment,388.44,2023-01-28T21:36:00,Groceries
06c001f2-06c0-4619-83d6-8592df9ed5f8,A0175,Deposit,323.73,2023-01-22T08:07:00,Dining
811fb573-c47a-4f37-bbf4-35b5ebf7b3ce,A0262,Transfer,267.5,2023-01-27T02:55:00,Healthcare
a9da3b11-97d4-4937-9743-6080c2f60af3,A0169,Transfer,25.77,2023-01-17T01:28:00,Education
b566ad71-9118-46bd-9105-9693d95305a9,A0150,Payment,484.4,2023-01-08T14:57:00,Groceries
2dbaeaa1-87bf-44ca-a6c5-5ff09454988d,A0355,Payment,400.36,2023-01-26T15:43:00,Entertainment
016b467c-bcdc-4435-b23d-08ef7e8f1cc0,A0031,Transfer,149.95,2023-01-27T07:29:00,Utilities
8f97f0d3-57ea-4f07-ad2b-eb8f8fda803a,A0293,Deposit,490.09,2023-01-30T20:52:00,Entertainment
9face9f9-47fe-4815-95df-8a4e597323b8,A0377,Deposit,302.93,2023-01-14T01:16:00,Dining
d581c465-0740-477e-a10a-736447587b36,A0042,Withdrawal,293.3,2023-01-24T00:14:00,Groceries
7d5298e6-a444-48ad-a925-813406e3e609,A0142,Payment,375.3,2023-01-07T00:46:00,Travel
da15296c-15d8-48d5-8568-9475b83e6998,A0143,Payment,406.83,2023-01-12T16:39:00,Groceries
fe30ffb8-6b0d-485f-98fd-e7bd9d32b726,A0379,Deposit,329.96,2023-01-28T11:32:00,Utilities
af07cfd3-eef0-4e24-a690-14befa590b15,A0302,Withdrawal,68.41,2023-01-30T23:58:00,Dining
6ba463ab-2fff-42c0-b7a8-c91d8d36a482,A0189,Withdrawal,172.44,2023-01-12T21:21:00,Education
6fb98f81-1a94-47d0-854b-bfa9a89664f0,A0358,Withdrawal,464.4,2023-01-23T01:39:00,Utilities
ea765e69-2002-4120-9e46-b8bc173d8fe7,A0270,Deposit,116.18,2023-01-16T14:28:00,Groceries
2161d5d3-0a6e-4a23-9057-0dab4cf16585,A0074,Withdrawal,189.22,2023-01-23T13:42:00,Education
3636e427-4e83-4337-b1dd-d09adc0073d7,A0211,Transfer,218.88,2023-01-11T19:54:00,Healthcare
ba3b69f0-3214-4789-ae51-4da4b462a46c,A0225,Withdrawal,222.51,2023-01-10T14:18:00,Travel
9961a2c5-e657-4946-a603-159cb52e5bd1,A0375,Payment,308.41,2023-01-03T11:20:00,Healthcare
dc8187b4-2fa9-40f4-b8df-8249b207db7c,A0135,Deposit,471.82,2023-01-03T09:22:00,Utilities
8faf2c39-7535-46a4-a772-72d97a74dffa,A0237,Transfer,124.14,2023-01-22T16:10:00,Entertainment
c5929380-7494-4e39-8b26-aece43213a64,A0243,Withdrawal,65.14,2023-01-18T06:50:00,Healthcare
e2e3d2ce-21ce-4269-93ce-e62cd8c1c4ff,A0361,Transfer,102.75,2023-01-22T14:22:00,Entertainment
69d020a6-e315-4cfa-a301-a901dd4145e3,A0074,Transfer,444.03,2023-01-01T12:57:00,Entertainment
fedc5f4e-b88b-42a6-a893-5f13af31db5e,A0229,Transfer,324.68,2023-01-15T08:48:00,Travel
5139e452-07b2-4963-a1f7-e99f9906fb7f,A0349,Deposit,146.52,2023-01-05T10:20:00,Travel
ec0d2ec7-6c15-42e9-87c2-1ae8ddf124a8,A0326,Payment,408.89,2023-01-20T15:37:00,Travel
1b46c620-b37d-4912-8654-eb3c51babe95,A0333,Payment,431.38,2023-01-16T05:52:00,Entertainment
0de7d62b-c07a-4f6d-97cd-1af2366fca72,A0136,Deposit,424.02,2023-01-12T14:54:00,Healthcare
07230033-3a7a-46df-9665-966270b31a37,A0299,Transfer,459.87,2023-01-21T23:39:00,Education
525b6ed8-d952-4d05-bb21-6c13473b6363,A0345,Withdrawal,129.86,2023-01-27T19:02:00,Education
221ad1f6-3d9c-461c-959b-28d7e04fc61a,A0099,Payment,378.75,2023-01-09T04:31:00,Entertainment
440a60ad-3c62-4b58-ac3e-c99b5b5ec706,A0280,Deposit,232.97,2023-01-01T09:15:00,Education
862bf252-4fbb-4c78-8642-64ec155a15f5,A0034,Deposit,421.79,2023-01-19T17:11:00,Groceries
412ccff8-6241-4b35-a051-58ab33fbfdfa,A0268,Deposit,365.6,2023-01-21T07:05:00,Entertainment
adb8b0c7-707b-4b1f-b6a8-d8e5ef4ab319,A0112,Payment,389.34,2023-01-12T11:08:00,Utilities
1f0216ea-6d6a-433c-abf2-c84ab82c6871,A0017,Deposit,329.8,2023-01-29T04:32:00,Groceries
62136a09-a79d-412a-b9a8-821a6c8d3c6a,A0029,Withdrawal,92.83,2023-01-28T06:41:00,Healthcare
c84111fd-72e0-442b-96a5-e3187f0acc8d,A0062,Deposit,274.79,2023-01-04T22:21:00,Education
9cb3b88b-5c62-4d77-b4da-e3f19a078bf9,A0309,Withdrawal,492.41,2023-01-18T02:38:00,Healthcare
abb21c51-3b52-4604-a1e8-fb0b933147af,A0391,Withdrawal,469.01,2023-01-06T01:04:00,Healthcare
f19064f6-74da-43a0-9f86-77fc51e9fa98,A0094,Payment,26.37,2023-01-14T09:44:00,Dining
6fafbfc0-67b4-4ee2-b10a-acf04940dd12,A0338,Deposit,86.58,2023-01-30T01:43:00,Dining
fded7c9a-94bc-419c-9b74-5beeb7dcd85e,A0141,Transfer,70.21,2023-01-15T17:14:00,Entertainment
388cdc17-7817-4990-ac30-006a9d331732,A0082,Deposit,364.36,2023-01-13T14:52:00,Education
89e96e00-25f5-4156-a68d-b0f87505290b,A0031,Transfer,409.8,2023-01-18T16:26:00,Entertainment
1c97c974-9b66-4a1b-add8-3ba60b24b6d5,A0030,Payment,110.69,2023-01-13T01:05:00,Utilities
5d2c24bb-a9bb-455d-8fb0-725533664988,A0225,Deposit,255.4,2023-01-23T09:05:00,Utilities
69bc2664-68e0-42c9-9f10-b8beb16b178c,A0312,Transfer,421.15,2023-01-09T02:54:00,Healthcare
c0eeaec7-19e5-46cc-8537-15d2b549d075,A0251,Deposit,367.74,2023-01-07T13:08:00,Travel
87d90784-f8b6-43bd-86e2-d877089d4f73,A0393,Transfer,273.41,2023-01-10T22:32:00,Travel
48c31737-b1d0-43c6-bec8-e06b3d3421a5,A0329,Deposit,297.22,2023-01-21T02:19:00,Healthcare
20ace5c2-5b12-4cf6-a616-46de389b7071,A0132,Deposit,256.64,2023-01-02T14:04:00,Groceries
2b95e1d3-f2cb-4daf-b4af-40612875a2bb,A0036,Payment,152.29,2023-01-21T07:01:00,Groceries
197f89a6-29cf-4b7b-9aaf-cdbbf26ba1d6,A0254,Withdrawal,284.69,2023-01-30T17:06:00,Healthcare
077c115d-ec7d-49d0-a858-ac911ca4f0ae,A0000,Deposit,346.0,2023-01-18T18:30:00,Entertainment
ba4f9fc8-1fc7-4d82-9555-8daf5d2e28b0,A0077,Payment,437.29,2023-01-18T19:26:00,Travel
bdf256a1-f060-4e0a-bdc5-681537062d3b,A0001,Transfer,319.96,2023-01-22T18:15:00,Dining
ba4529a6-feff-4b88-b700-593f17f9537d,A0206,Deposit,381.76,2023-01-25T13:57:00,Utilities
ec352b67-a24c-4d5d-ac71-82e067cdaf84,A0001,Transfer,84.24,2023-01-22T22:32:00,Groceries
0cc7ccf1-9131-46d2-abf8-b1133a032aa9,A0290,Payment,233.47,2023-01-16T04:12:00,Healthcare
7d2669ad-d20e-448b-848e-c0be17f6207a,A0155,Transfer,9.62,2023-01-03T12:17:00,Healthcare
d43fd1ae-0922-42f1-98ed-48a578d100b6,A0331,Deposit,127.11,2023-01-17T15:03:00,Travel
8ec3abc9-91ab-4fbb-ba23-2462ee22bd3c,A0174,Deposit,364.6,2023-01-21T22:02:00,Education
4552b7f5-6abd-40ee-9c80-acab06562974,A0392,Payment,495.95,2023-01-30T11:33:00,Utilities
499fb7b6-e91e-4f37-aef3-34d8394311e8,A0090,Deposit,54.09,2023-01-18T11:36:00,Healthcare
efac4461-178b-4d87-9bf0-c999ca41908b,A0097,Payment,203.74,2023-01-18T18:05:00,Groceries
2c0e3c3a-1958-4f2c-a8b1-91ead18d0e91,A0322,Payment,401.04,2023-01-23T03:23:00,Groceries
5fe13b07-922f-49b4-9c07-36c0e4db77a4,A0323,Transfer,106.0,2023-01-09T14:56:00,Utilities
c23095c0-6892-438e-b897-1f1224296891,A0018,Withdrawal,279.77,2023-01-02T03:42:00,Healthcare
acce68bd-6f9d-444e-aa40-9133c2d04ffd,A0303,Withdrawal,367.87,2023-01-23T06:22:00,Dining
58806ebd-7757-4d1b-abf3-b1d5536dae29,A0032,Payment,309.91,2023-01-23T17:47:00,Travel
4f609fa9-61c5-468a-b6eb-c7d12afed2a6,A0230,Deposit,98.07,2023-01-02T16:27:00,Entertainment
e24d3cf8-aab8-4018-82a4-d9b5d6635598,A0028,Payment,180.92,2023-01-02T22:45:00,Dining
fa36391b-1ba4-412d-85b7-01acd11653f8,A0060,Withdrawal,392.98,2023-01-30T18:10:00,Healthcare
db53b781-b7d0-413f-b450-560ca066bd53,A0267,Transfer,279.34,2023-01-25T10:04:00,Utilities
c5e02c7d-667e-4035-a68c-16d1595a57be,A0379,Withdrawal,7.59,2023-01-04T06:40:00,Groceries
1b92aff1-3c34-4816-9f2e-8906ef6e97a9,A0376,Withdrawal,381.69,2023-01-23T06:00:00,Healthcare
8cfb8879-1487-405d-b942-5cb236751c68,A0009,Transfer,22.48,2023-01-29T03:25:00,Groceries
97c4d2a6-0317-40ef-85a3-757cec351fde,A0124,Withdrawal,374.14,2023-01-01T15:41:00,Utilities
6197483c-e7ad-4d07-8495-c33fa27d87c2,A0323,Deposit,105.23,2023-01-14T23:41:00,Education
6bd73e31-4f03-4a3f-ac6a-3964ad8bf570,A0049,Transfer,479.25,2023-01-28T19:37:00,Utilities
99af401d-ce89-4b22-8785-c8a1a1455636,A0302,Deposit,187.13,2023-01-05T20:08:00,Groceries
466546b4-c3d0-4ea6-af85-afefc86f676f,A0254,Withdrawal,166.83,2023-01-03T20:55:00,Education
675e6faf-5f66-41d8-8485-2234581326c8,A0103,Transfer,78.7,2023-01-16T08:28:00,Education
9156dcc7-d718-4e21-9d9b-be1d8b9ff384,A0377,Transfer,156.27,2023-01-15T18:09:00,Groceries
a044e6d8-c31a-4b19-8d72-63e9b9f8fcbc,A0350,Withdrawal,438.94,2023-01-15T15:15:00,Education
71984edf-c988-4614-a7d4-b344f62f7120,A0109,Deposit,498.19,2023-01-27T23:48:00,Utilities
5f333920-13ea-476a-bd51-e89255bf5d3d,A0171,Deposit,187.31,2023-01-06T11:53:00,Entertainment
34833471-3dc2-495b-a82a-2a0ef8816d83,A0072,Transfer,227.06,2023-01-08T15:33:00,Healthcare
7e3c9757-6f42-4c12-8fcb-0bc40a67168f,A0189,Withdrawal,362.43,2023-01-20T23:08:00,Utilities
cdbaa7ea-c897-4c28-9e72-838b11e8fcbb,A0297,Deposit,443.67,2023-01-07T01:40:00,Groceries
572485e7-83dd-425c-8c39-1b0dd72ac755,A0323,Transfer,298.56,2023-01-08T04:18:00,Groceries
15ee3d53-483d-485b-bb14-567c0bc4f921,A0249,Deposit,198.81,2023-01-01T06:56:00,Groceries
353914a4-f451-4a12-8147-cef152ad6636,A0091,Deposit,209.25,2023-01-30T15:53:00,Travel
f3a47c98-81a9-4386-b286-0785e80658de,A0145,Transfer,349.33,2023-01-22T15:55:00,Healthcare
00c5e6ca-1bdc-4df7-83b6-f4b3672e10a2,A0064,Withdrawal,6.59,2023-01-07T12:17:00,Healthcare
99d4e19d-9a30-4d95-b9e6-41fdf508b625,A0138,Transfer,311.7,2023-01-19T18:02:00,Utilities
92dea19f-8958-4ab3-a4c3-46ae1c18755b,A0089,Deposit,180.97,2023-01-28T03:17:00,Utilities
e92e307d-1178-4f14-bec5-2d2889f37779,A0367,Transfer,398.13,2023-01-28T20:31:00,Groceries
37c550ed-131b-4da5-b816-c5ba13c6824d,A0321,Payment,51.03,2023-01-16T19:56:00,Dining
6bf884e8-e569-4b34-9c72-5991a6cff24d,A0002,Withdrawal,296.16,2023-01-09T17:36:00,Groceries
8f8ed42a-99f0-4b59-9e41-20e3e9607cf1,A0271,Deposit,243.08,2023-01-29T04:01:00,Entertainment
c301482f-3cb2-4519-8ff7-7d9858ce74a5,A0389,Withdrawal,322.95,2023-01-22T03:02:00,Education
873b9c26-945e-49d4-8891-1b31fc6082f3,A0320,Withdrawal,37.1,2023-01-13T13:55:00,Groceries
6adcd523-f893-43d2-8e5c-9491801be4ea,A0099,Deposit,292.09,2023-01-07T18:59:00,Healthcare
09e4af76-6480-4532-a756-7a4fdcfbc702,A0242,Transfer,282.93,2023-01-09T00:35:00,Utilities
063b797c-2c49-4b71-870c-3e0f0136642a,A0343,Deposit,282.53,2023-01-03T11:00:00,Healthcare
f2d9ff51-7de0-4945-a562-13e0f4b2595a,A0186,Payment,303.73,2023-01-10T12:55:00,Dining
23ccafb1-53fd-42a6-bdf9-91e21dbbf2cf,A0128,Payment,339.85,2023-01-29T01:43:00,Education
fe96da4a-e8c2-4303-b52f-5893528768bf,A0388,Transfer,403.47,2023-01-02T23:18:00,Groceries
97f4d515-ebda-4dc4-88a2-0f77b7352551,A0379,Deposit,138.56,2023-01-25T10:56:00,Utilities
b4a15966-e336-4893-ad1c-9aa016f82223,A0080,Deposit,413.4,2023-01-23T01:48:00,Travel
4213f1d1-ad36-4e04-8775-256dddf9b1db,A0059,Deposit,251.64,2023-01-11T17:00:00,Healthcare
7deb91cb-4479-46b3-805f-7fb4a3c9bc3f,A0227,Payment,43.14,2023-01-20T01:43:00,Utilities
465d4799-ca5d-4f68-943e-723654e0ade1,A0382,Payment,33.98,2023-01-11T11:17:00,Education
1ef3e681-b36f-49d2-b935-2092f5d6c26e,A0056,Payment,170.45,2023-01-11T08:47:00,Groceries
da126814-a28e-4a74-9673-8fa595865c95,A0121,Transfer,393.52,2023-01-10T02:24:00,Dining
d80f8ef7-44a1-4599-825f-4a63db44ae8e,A0112,Deposit,355.3,2023-01-22T10:26:00,Travel
c3760234-d184-496f-a39c-3248ab9ed2d1,A0248,Deposit,395.36,2023-01-20T20:04:00,Utilities
e56ac579-8916-4668-9a44-8ace28352da3,A0110,Transfer,261.05,2023-01-09T02:29:00,Dining
4c1fc2c0-bc18-43f5-a9e4-3f38d723686e,A0191,Withdrawal,222.9,2023-01-21T19:58:00,Healthcare
f02d53b3-bba6-455b-b317-7e50f7640245,A0099,Payment,77.99,2023-01-13T06:34:00,Utilities
4dc352b9-ef7b-4eca-9941-d4d82d2b51bc,A0171,Withdrawal,167.46,2023-01-02T11:03:00,Healthcare
1b592e39-3d80-4873-94b9-8047ca5abf6b,A0291,Deposit,219.84,2023-01-13T18:29:00,Utilities
92631fb7-071c-4b2b-a49e-195e38e6315b,A0056,Transfer,48.86,2023-01-21T20:53:00,Dining
1a379667-1726-47c1-88a6-74b2af85b760,A0087,Payment,114.2,2023-01-11T00:08:00,Entertainment
d80d311f-af46-495e-beba-492fd2d9e281,A0309,Withdrawal,301.12,2023-01-30T00:51:00,Travel
d1295467-840e-4275-b77c-3f5b5f7adb61,A0087,Withdrawal,369.15,2023-01-04T22:27:00,Dining
89ec4933-19e0-4e0c-9201-f0c178be1a75,A0267,Transfer,499.18,2023-01-10T20:24:00,Travel
cc057836-020c-4cb3-b0c3-fafedd9df063,A0242,Transfer,466.89,2023-01-13T16:55:00,Groceries
566d0932-a1b0-406d-a12b-1eb2068ea915,A0373,Transfer,323.07,2023-01-12T05:24:00,Utilities
b5f8c308-f3be-4b16-84a3-a9fccf29d8d9,A0167,Transfer,213.52,2023-01-27T08:55:00,Utilities
75657db3-f420-43a0-acf0-5aa8ec935301,A0302,Withdrawal,319.91,2023-01-27T02:38:00,Groceries
c3f8fb60-3784-452b-a79b-0d29b4c8c9e2,A0213,Deposit,393.9,2023-01-02T19:45:00,Dining
edf76ebf-8a82-4a61-af82-ff41db9351a4,A0375,Deposit,63.58,2023-01-20T08:58:00,Travel
13773315-e72d-4b14-bfee-0f0cf80c3a76,A0201,Transfer,207.9,2023-01-05T11:02:00,Dining
4fb710b9-7cf4-4e47-a3a1-51646dc71480,A0253,Withdrawal,420.7,2023-01-04T18:45:00,Travel
eff67aa1-c6f3-41bb-8ae1-71235db81473,A0385,Deposit,195.0,2023-01-19T12:08:00,Utilities
75a4e990-32f8-4848-b0f5-23ef0fd49226,A0067,Payment,288.08,2023-01-14T11:04:00,Utilities
e7885200-3132-413a-ba3c-01d79029db5b,A0331,Deposit,295.95,2023-01-01T17:23:00,Dining
65b20985-3ea9-463c-9b9a-9a61beb59e5d,A0342,Payment,96.32,2023-01-08T08:43:00,Healthcare
e40c6d07-6121-417e-87fd-098b635e1cdc,A0235,Deposit,184.31,2023-01-21T16:48:00,Dining
4ce074fa-1a88-4f5f-8102-766faf001c8e,A0395,Withdrawal,170.58,2023-01-19T10:45:00,Utilities
0e99490d-ce69-4d08-abbf-a7ec8d323673,A0189,Transfer,17.97,2023-01-29T19:50:00,Groceries
0e416dcf-edae-4055-8e1e-05490353670d,A0321,Deposit,16.97,2023-01-18T12:23:00,Healthcare
85419425-3693-487a-a365-838043df415e,A0170,Deposit,416.69,2023-01-14T11:57:00,Dining
